tran_id,stroe_id,member_id,date
2021-01-07T09-51-42-727088_2,1,1037,2021-01-07
2021-01-07T09-51-42-728088_2,1,1037,2021-01-07
2021-01-07T09-51-42-728088_3,3,1054,2021-01-07
2021-01-07T09-51-42-728088_4,2,1020,2021-01-07
2021-01-07T09-51-42-729202_4,2,1020,2021-01-07
2021-01-07T09-51-42-729202_5,2,1068,2021-01-07
2021-01-07T09-51-42-729202_6,3,1047,2021-01-07
2021-01-07T09-51-42-730205_6,3,1047,2021-01-07
2021-01-07T09-51-42-730205_7,2,1038,2021-01-07
2021-01-07T09-51-42-731207_7,2,1038,2021-01-07
2021-01-07T09-51-42-731207_9,1,1071,2021-01-07
2021-01-07T09-51-42-731207_10,1,1011,2021-01-07
2021-01-07T09-51-42-732206_10,1,1011,2021-01-07
2021-01-07T09-51-42-732206_11,1,1093,2021-01-07
2021-01-07T09-51-42-732206_12,3,1056,2021-01-07
2021-01-07T09-51-42-733205_12,3,1056,2021-01-07
2021-01-07T09-51-42-733205_13,1,1006,2021-01-07
2021-01-07T09-51-42-733205_14,2,1049,2021-01-07
2021-01-07T09-51-42-734342_14,2,1049,2021-01-07
2021-01-07T09-51-42-734342_15,2,1041,2021-01-07
2021-01-07T09-51-42-734342_16,1,1029,2021-01-07
2021-01-07T09-51-42-735345_16,1,1029,2021-01-07
2021-01-07T09-51-42-735345_17,3,1087,2021-01-07
2021-01-07T09-51-42-735345_18,2,1077,2021-01-07
2021-01-07T09-51-42-735345_19,2,1052,2021-01-07
2021-01-07T09-51-42-735345_20,1,1005,2021-01-07
2021-01-07T09-51-42-736345_20,1,1005,2021-01-07
2021-01-07T09-51-42-736345_22,3,1023,2021-01-07
2021-01-07T09-51-42-736345_23,1,1007,2021-01-07
2021-01-07T09-51-42-736345_25,2,1027,2021-01-07
2021-01-07T09-51-42-736345_26,1,1003,2021-01-07
2021-01-07T09-51-42-737343_26,1,1003,2021-01-07
2021-01-07T09-51-42-737343_27,1,1030,2021-01-07
2021-01-07T09-51-42-738345_27,1,1030,2021-01-07
2021-01-07T09-51-42-738345_28,3,1012,2021-01-07
2021-01-07T09-51-42-738345_29,2,1051,2021-01-07
2021-01-07T09-51-42-738345_30,1,1039,2021-01-07
2021-01-07T09-51-42-738345_31,3,1035,2021-01-07
2021-01-07T09-51-42-738345_32,3,1065,2021-01-07
2021-01-07T09-51-42-738345_33,3,1031,2021-01-07
2021-01-07T09-51-42-738345_35,3,1079,2021-01-07
2021-01-08T09-51-42-739450_1,2,1037,2021-01-08
2021-01-08T09-51-42-739450_2,3,1026,2021-01-08
2021-01-08T09-51-42-739450_3,2,1025,2021-01-08
2021-01-08T09-51-42-740452_3,2,1025,2021-01-08
2021-01-08T09-51-42-740452_4,3,1068,2021-01-08
2021-01-08T09-51-42-740452_5,1,1063,2021-01-08
2021-01-08T09-51-42-740452_6,1,1010,2021-01-08
2021-01-08T09-51-42-740452_8,3,1093,2021-01-08
2021-01-08T09-51-42-740452_9,2,1002,2021-01-08
2021-01-08T09-51-42-741454_9,2,1002,2021-01-08
2021-01-08T09-51-42-741454_10,2,1023,2021-01-08
2021-01-08T09-51-42-741454_12,2,1095,2021-01-08
2021-01-08T09-51-42-741454_13,1,1012,2021-01-08
2021-01-08T09-51-42-741454_14,3,1013,2021-01-08
2021-01-08T09-51-42-742453_14,3,1013,2021-01-08
2021-01-08T09-51-42-742453_15,1,1005,2021-01-08
2021-01-08T09-51-42-742453_16,3,1075,2021-01-08
2021-01-08T09-51-42-743452_16,3,1075,2021-01-08
2021-01-08T09-51-42-743452_18,1,1080,2021-01-08
2021-01-08T09-51-42-743452_19,1,1087,2021-01-08
2021-01-08T09-51-42-743452_20,3,1096,2021-01-08
2021-01-08T09-51-42-744578_20,3,1096,2021-01-08
2021-01-08T09-51-42-744578_21,3,1024,2021-01-08
2021-01-08T09-51-42-744578_22,1,1036,2021-01-08
2021-01-08T09-51-42-745579_22,1,1036,2021-01-08
2021-01-08T09-51-42-745579_23,2,1097,2021-01-08
2021-01-08T09-51-42-745579_24,1,1027,2021-01-08
2021-01-08T09-51-42-746578_25,2,1051,2021-01-08
2021-01-08T09-51-42-746578_26,1,1017,2021-01-08
2021-01-08T09-51-42-746578_27,1,1073,2021-01-08
2021-01-09T09-51-42-746578_1,2,1010,2021-01-09
2021-01-09T09-51-42-746578_2,2,1069,2021-01-09
2021-01-09T09-51-42-747580_2,2,1069,2021-01-09
2021-01-09T09-51-42-747580_3,2,1043,2021-01-09
2021-01-09T09-51-42-747580_4,1,1014,2021-01-09
2021-01-09T09-51-42-747580_5,2,1060,2021-01-09
2021-01-09T09-51-42-747580_6,1,1009,2021-01-09
2021-01-09T09-51-42-748581_6,1,1009,2021-01-09
2021-01-09T09-51-42-748581_7,2,1058,2021-01-09
2021-01-09T09-51-42-748581_8,3,1047,2021-01-09
2021-01-09T09-51-42-748581_9,1,1013,2021-01-09
2021-01-09T09-51-42-749580_9,1,1013,2021-01-09
2021-01-09T09-51-42-749684_9,1,1013,2021-01-09
2021-01-09T09-51-42-749684_10,3,1063,2021-01-09
2021-01-09T09-51-42-749684_11,3,1092,2021-01-09
2021-01-09T09-51-42-749684_12,1,1031,2021-01-09
2021-01-09T09-51-42-750687_12,1,1031,2021-01-09
2021-01-09T09-51-42-750687_13,3,1072,2021-01-09
2021-01-09T09-51-42-751685_13,3,1072,2021-01-09
2021-01-09T09-51-42-751685_14,1,1081,2021-01-09
2021-01-09T09-51-42-751685_15,1,1087,2021-01-09
2021-01-09T09-51-42-752687_16,2,1051,2021-01-09
2021-01-09T09-51-42-752687_18,3,1085,2021-01-09
2021-01-09T09-51-42-753687_19,1,1066,2021-01-09
2021-01-09T09-51-42-753687_20,2,1040,2021-01-09
2021-01-09T09-51-42-754808_20,2,1040,2021-01-09
2021-01-09T09-51-42-754808_21,2,1089,2021-01-09
2021-01-09T09-51-42-754808_22,2,1048,2021-01-09
2021-01-09T09-51-42-755811_22,2,1048,2021-01-09
2021-01-09T09-51-42-755811_24,3,1080,2021-01-09
2021-01-09T09-51-42-755811_26,3,1078,2021-01-09
2021-01-09T09-51-42-755811_27,1,1093,2021-01-09
2021-01-09T09-51-42-756810_27,1,1093,2021-01-09
2021-01-09T09-51-42-756810_28,2,1038,2021-01-09
2021-01-09T09-51-42-757811_28,2,1038,2021-01-09
2021-01-09T09-51-42-757811_29,1,1020,2021-01-09
2021-01-09T09-51-42-757811_30,1,1039,2021-01-09
2021-01-09T09-51-42-758810_30,1,1039,2021-01-09
2021-01-09T09-51-42-758810_31,3,1023,2021-01-09
2021-01-09T09-51-42-759935_31,3,1023,2021-01-09
2021-01-09T09-51-42-759935_32,2,1073,2021-01-09
2021-01-09T09-51-42-759935_33,2,1077,2021-01-09
2021-01-09T09-51-42-759935_35,2,1065,2021-01-09
2021-01-09T09-51-42-760940_35,2,1065,2021-01-09
2021-01-09T09-51-42-760940_36,2,1012,2021-01-09
2021-01-09T09-51-42-760940_37,3,1053,2021-01-09
2021-01-09T09-51-42-761938_40,2,1082,2021-01-09
2021-01-09T09-51-42-761938_41,3,1006,2021-01-09
2021-01-09T09-51-42-761938_42,1,1056,2021-01-09
2021-01-09T09-51-42-762936_42,1,1056,2021-01-09
2021-01-09T09-51-42-762936_43,3,1025,2021-01-09
2021-01-09T09-51-42-763938_43,3,1025,2021-01-09
2021-01-09T09-51-42-763938_45,3,1019,2021-01-09
2021-01-09T09-51-42-763938_46,3,1084,2021-01-09
2021-01-09T09-51-42-764936_46,3,1084,2021-01-09
2021-01-09T09-51-42-765040_46,3,1084,2021-01-09
2021-01-09T09-51-42-765040_50,2,1004,2021-01-09
2021-01-10T09-51-42-765040_1,2,1011,2021-01-10
2021-01-10T09-51-42-765040_2,1,1091,2021-01-10
2021-01-10T09-51-42-765040_3,3,1071,2021-01-10
2021-01-10T09-51-42-766042_3,3,1071,2021-01-10
2021-01-10T09-51-42-766042_4,3,1079,2021-01-10
2021-01-10T09-51-42-766042_5,1,1041,2021-01-10
2021-01-10T09-51-42-766042_6,1,1031,2021-01-10
2021-01-10T09-51-42-766042_7,1,1007,2021-01-10
2021-01-10T09-51-42-767040_7,1,1007,2021-01-10
2021-01-10T09-51-42-767040_8,3,1084,2021-01-10
2021-01-10T09-51-42-767040_9,2,1093,2021-01-10
2021-01-10T09-51-42-767040_10,2,1089,2021-01-10
2021-01-10T09-51-42-768042_10,2,1089,2021-01-10
2021-01-10T09-51-42-768042_11,1,1067,2021-01-10
2021-01-10T09-51-42-768042_12,3,1021,2021-01-10
2021-01-10T09-51-42-768042_13,2,1015,2021-01-10
2021-01-10T09-51-42-768042_15,1,1046,2021-01-10
2021-01-10T09-51-42-768042_16,1,1052,2021-01-10
2021-01-10T09-51-42-768042_17,1,1088,2021-01-10
2021-01-10T09-51-42-769041_17,1,1088,2021-01-10
2021-01-10T09-51-42-769041_18,2,1035,2021-01-10
2021-01-10T09-51-42-769041_20,1,1092,2021-01-10
2021-01-10T09-51-42-769041_21,2,1037,2021-01-10
2021-01-10T09-51-42-770143_23,1,1040,2021-01-10
2021-01-10T09-51-42-770143_26,1,1008,2021-01-10
2021-01-10T09-51-42-770143_27,1,1100,2021-01-10
2021-01-10T09-51-42-770143_28,3,1078,2021-01-10
2021-01-10T09-51-42-771145_28,3,1078,2021-01-10
2021-01-10T09-51-42-771145_29,3,1005,2021-01-10
2021-01-11T09-51-42-771145_1,3,1035,2021-01-11
2021-01-11T09-51-42-771145_2,1,1062,2021-01-11
2021-01-11T09-51-42-772146_2,1,1062,2021-01-11
2021-01-11T09-51-42-772146_3,3,1059,2021-01-11
2021-01-11T09-51-42-772146_4,2,1023,2021-01-11
2021-01-11T09-51-42-772146_5,2,1076,2021-01-11
2021-01-11T09-51-42-772146_6,1,1070,2021-01-11
2021-01-11T09-51-42-772146_7,2,1069,2021-01-11
2021-01-11T09-51-42-773146_7,2,1069,2021-01-11
2021-01-11T09-51-42-773146_8,1,1061,2021-01-11
2021-01-11T09-51-42-773146_9,3,1042,2021-01-11
2021-01-11T09-51-42-773146_10,2,1072,2021-01-11
2021-01-11T09-51-42-774149_11,3,1001,2021-01-11
2021-01-11T09-51-42-774149_12,2,1086,2021-01-11
2021-01-11T09-51-42-774149_13,3,1063,2021-01-11
2021-01-11T09-51-42-775249_13,3,1063,2021-01-11
2021-01-11T09-51-42-775249_14,2,1030,2021-01-11
2021-01-11T09-51-42-775249_15,3,1025,2021-01-11
2021-01-11T09-51-42-776254_15,3,1025,2021-01-11
2021-01-11T09-51-42-776254_18,2,1093,2021-01-11
2021-01-11T09-51-42-776254_19,1,1015,2021-01-11
2021-01-11T09-51-42-777253_19,1,1015,2021-01-11
2021-01-12T09-51-42-777253_1,3,1049,2021-01-12
2021-01-12T09-51-42-777253_2,2,1004,2021-01-12
2021-01-12T09-51-42-778250_3,3,1015,2021-01-12
2021-01-12T09-51-42-778250_4,2,1039,2021-01-12
2021-01-12T09-51-42-778250_5,1,1020,2021-01-12
2021-01-12T09-51-42-778250_6,1,1026,2021-01-12
2021-01-12T09-51-42-778250_7,3,1035,2021-01-12
2021-01-12T09-51-42-778250_8,2,1019,2021-01-12
2021-01-12T09-51-42-779251_8,2,1019,2021-01-12
2021-01-12T09-51-42-779251_9,2,1062,2021-01-12
2021-01-12T09-51-42-779251_10,1,1096,2021-01-12
2021-01-12T09-51-42-779251_11,2,1012,2021-01-12
2021-01-12T09-51-42-779251_12,2,1033,2021-01-12
2021-01-12T09-51-42-779251_13,3,1007,2021-01-12
2021-01-12T09-51-42-779251_14,3,1031,2021-01-12
2021-01-12T09-51-42-779251_15,3,1057,2021-01-12
2021-01-12T09-51-42-780385_15,3,1057,2021-01-12
2021-01-12T09-51-42-780385_16,3,1036,2021-01-12
2021-01-12T09-51-42-780385_17,3,1072,2021-01-12
2021-01-12T09-51-42-780385_19,2,1098,2021-01-12
2021-01-12T09-51-42-781385_19,2,1098,2021-01-12
2021-01-12T09-51-42-781385_20,2,1059,2021-01-12
2021-01-12T09-51-42-781385_24,3,1094,2021-01-12
2021-01-12T09-51-42-782384_24,3,1094,2021-01-12
2021-01-12T09-51-42-782384_25,2,1009,2021-01-12
2021-01-12T09-51-42-782384_26,1,1025,2021-01-12
2021-01-12T09-51-42-782384_27,2,1083,2021-01-12
2021-01-12T09-51-42-783384_30,3,1018,2021-01-12
2021-01-12T09-51-42-783384_31,3,1090,2021-01-12
2021-01-12T09-51-42-783384_33,2,1080,2021-01-12
2021-01-12T09-51-42-784385_33,2,1080,2021-01-12
2021-01-12T09-51-42-784385_34,1,1078,2021-01-12
2021-01-12T09-51-42-784385_35,1,1027,2021-01-12
2021-01-12T09-51-42-784385_37,2,1013,2021-01-12
2021-01-12T09-51-42-784385_38,1,1099,2021-01-12
2021-01-12T09-51-42-784385_39,3,1042,2021-01-12
2021-01-12T09-51-42-785500_39,3,1042,2021-01-12
2021-01-12T09-51-42-785500_40,3,1045,2021-01-12
2021-01-12T09-51-42-785500_42,2,1071,2021-01-12
2021-01-12T09-51-42-786500_42,2,1071,2021-01-12
2021-01-13T09-51-42-786500_1,3,1095,2021-01-13
2021-01-13T09-51-42-786500_2,2,1070,2021-01-13
2021-01-13T09-51-42-786500_3,1,1038,2021-01-13
2021-01-13T09-51-42-787499_3,1,1038,2021-01-13
2021-01-13T09-51-42-787499_4,3,1093,2021-01-13
2021-01-13T09-51-42-787499_5,2,1098,2021-01-13
2021-01-13T09-51-42-787499_6,3,1094,2021-01-13
2021-01-13T09-51-42-787499_7,2,1043,2021-01-13
2021-01-13T09-51-42-788503_8,1,1028,2021-01-13
2021-01-13T09-51-42-788503_9,2,1017,2021-01-13
2021-01-13T09-51-42-788503_11,1,1015,2021-01-13
2021-01-13T09-51-42-788503_12,1,1064,2021-01-13
2021-01-13T09-51-42-788503_13,3,1044,2021-01-13
2021-01-13T09-51-42-789504_13,3,1044,2021-01-13
2021-01-13T09-51-42-789504_14,2,1058,2021-01-13
2021-01-13T09-51-42-789504_15,3,1072,2021-01-13
2021-01-13T09-51-42-789504_17,1,1019,2021-01-13
2021-01-13T09-51-42-790502_17,1,1019,2021-01-13
2021-01-13T09-51-42-790620_17,1,1019,2021-01-13
2021-01-13T09-51-42-790620_18,3,1024,2021-01-13
2021-01-13T09-51-42-790620_19,2,1053,2021-01-13
2021-01-13T09-51-42-790620_20,2,1004,2021-01-13
2021-01-13T09-51-42-790620_21,3,1054,2021-01-13
2021-01-13T09-51-42-791621_21,3,1054,2021-01-13
2021-01-13T09-51-42-791621_23,2,1014,2021-01-13
2021-01-13T09-51-42-791621_25,2,1097,2021-01-13
2021-01-13T09-51-42-791621_28,2,1067,2021-01-13
2021-01-13T09-51-42-792624_28,2,1067,2021-01-13
2021-01-13T09-51-42-792624_29,3,1010,2021-01-13
2021-01-13T09-51-42-792624_31,1,1065,2021-01-13
2021-01-13T09-51-42-792624_32,2,1081,2021-01-13
2021-01-13T09-51-42-792624_34,2,1068,2021-01-13
2021-01-13T09-51-42-793620_34,2,1068,2021-01-13
2021-01-13T09-51-42-793620_36,3,1083,2021-01-13
2021-01-13T09-51-42-793620_37,2,1075,2021-01-13
2021-01-13T09-51-42-793620_38,1,1003,2021-01-13
2021-01-13T09-51-42-793620_39,3,1100,2021-01-13
2021-01-13T09-51-42-794620_39,3,1100,2021-01-13
2021-01-13T09-51-42-794620_42,1,1092,2021-01-13
2021-01-14T09-51-42-794620_1,1,1093,2021-01-14
2021-01-14T09-51-42-795619_1,1,1093,2021-01-14
2021-01-14T09-51-42-795619_2,1,1038,2021-01-14
2021-01-14T09-51-42-796681_3,3,1046,2021-01-14
2021-01-14T09-51-42-796724_3,3,1046,2021-01-14
2021-01-14T09-51-42-796724_4,3,1032,2021-01-14
2021-01-14T09-51-42-796724_5,2,1001,2021-01-14
2021-01-14T09-51-42-796724_6,2,1040,2021-01-14
2021-01-14T09-51-42-797620_8,1,1087,2021-01-14
2021-01-14T09-51-42-797620_9,1,1077,2021-01-14
2021-01-14T09-51-42-797620_10,1,1042,2021-01-14
2021-01-14T09-51-42-797620_11,3,1068,2021-01-14
2021-01-14T09-51-42-797620_12,3,1063,2021-01-14
2021-01-14T09-51-42-798622_12,3,1063,2021-01-14
2021-01-14T09-51-42-798622_13,1,1030,2021-01-14
2021-01-14T09-51-42-798622_14,1,1081,2021-01-14
2021-01-14T09-51-42-799620_14,1,1081,2021-01-14
2021-01-14T09-51-42-799620_15,3,1015,2021-01-14
2021-01-14T09-51-42-799620_16,2,1002,2021-01-14
2021-01-14T09-51-42-799620_18,1,1073,2021-01-14
2021-01-14T09-51-42-799620_19,1,1065,2021-01-14
2021-01-15T09-51-42-799620_1,2,1035,2021-01-15
2021-01-15T09-51-42-800624_1,2,1035,2021-01-15
2021-01-15T09-51-42-800624_2,2,1038,2021-01-15
2021-01-15T09-51-42-800624_3,1,1063,2021-01-15
2021-01-15T09-51-42-800624_4,1,1055,2021-01-15
2021-01-15T09-51-42-801622_5,2,1087,2021-01-15
2021-01-15T09-51-42-801622_6,1,1093,2021-01-15
2021-01-15T09-51-42-801622_7,1,1016,2021-01-15
2021-01-15T09-51-42-801622_8,1,1018,2021-01-15
2021-01-15T09-51-42-801622_9,2,1030,2021-01-15
2021-01-15T09-51-42-802684_10,1,1040,2021-01-15
2021-01-15T09-51-42-802749_10,1,1040,2021-01-15
2021-01-15T09-51-42-802749_11,2,1096,2021-01-15
2021-01-15T09-51-42-802749_13,1,1001,2021-01-15
2021-01-15T09-51-42-802749_14,2,1060,2021-01-15
2021-01-15T09-51-42-803753_14,2,1060,2021-01-15
2021-01-15T09-51-42-803753_15,2,1082,2021-01-15
2021-01-15T09-51-42-803753_16,1,1058,2021-01-15
2021-01-15T09-51-42-803753_18,3,1084,2021-01-15
2021-01-15T09-51-42-804759_18,3,1084,2021-01-15
2021-01-15T09-51-42-804759_19,2,1015,2021-01-15
2021-01-15T09-51-42-805752_19,2,1015,2021-01-15
2021-01-15T09-51-42-805752_20,2,1054,2021-01-15
2021-01-15T09-51-42-805752_21,2,1092,2021-01-15
2021-01-15T09-51-42-805752_22,3,1043,2021-01-15
2021-01-15T09-51-42-805752_25,2,1032,2021-01-15
2021-01-15T09-51-42-806750_25,2,1032,2021-01-15
2021-01-15T09-51-42-806750_26,3,1068,2021-01-15
